Value,REG_NAME_7,MVG_NAME,MVS_NAME,EFG_DK
2138,Tasmanian Central Highlands,Other Forests and Woodlands,Leptospermum forests and woodlands,TF1.6
2139,Tasmanian Northern Slopes,Other Forests and Woodlands,Leptospermum forests and woodlands,TF1.6
2140,Tasmanian South East,Other Forests and Woodlands,Leptospermum forests and woodlands,TF1.6
2141,Tasmanian Southern Ranges,Other Forests and Woodlands,Leptospermum forests and woodlands,TF1.6
2142,Tasmanian West,Other Forests and Woodlands,Leptospermum forests and woodlands,TF1.6
2143,Victorian Midlands,Other Forests and Woodlands,Leptospermum forests and woodlands,TF1.6
2144,Arnhem Coast,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.2
2145,Australian Alps,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2146,Brigalow Belt North,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2147,Brigalow Belt South,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2148,Ben Lomond,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2149,Central Mackay Coast,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.2
2150,Cobar Peneplain,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2151,Cape York Peninsula,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2152,Desert Uplands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2153,Darling Riverine Plains,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2154,Einasleigh Uplands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2155,Esperance Plains,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2156,Eyre Yorke Block,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.5
2157,Flinders Lofty Block,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2158,Furneaux,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2159,Gawler,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.5
2160,Gulf Fall and Uplands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2161,Gulf Plains,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2162,Kanmantoo,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2163,King,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T2.5, 0.8; T2.6, 0.2"
2164,Mallee,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2165,Murray Darling Depression,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2166,Mitchell Grass Downs,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","TF1.5, 0.6; TF1.2, 0.4"
2167,Mulga Lands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2168,Nandewar,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2169,Naracoorte Coastal Plain,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T4.4, 0.6; TF1.2, 0.4"
2170,New England Tablelands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2171,NSW North Coast,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2172,NSW South Western Slopes,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2173,Riverina,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2174,South East Coastal Plain,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T4.4
2175,South East Corner,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T4.4, 0.3; T2.6, 0.7"
2176,South Eastern Highlands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T4.4, 0.3; T2.6, 0.7"
2177,South Eastern Queensland,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2178,Southern Volcanic Plain,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",TF1.2
2179,Sydney Basin,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T4.4, 0.3; T2.6, 0.7"
2180,Tasmanian Central Highlands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2181,Tasmanian Northern Midlands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2182,Tasmanian Northern Slopes,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T2.5, 0.8; T2.6, 0.2"
2183,Tasmanian South East,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",T2.6
2184,Tasmanian Southern Ranges,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T2.5, 0.8; T2.6, 0.2"
2185,Tasmanian West,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T2.5, 0.8; T2.6, 0.2"
2186,Victorian Midlands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland","T4.4, 0.6; TF1.2, 0.4"
2188,Australian Alps,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2189,Brigalow Belt South,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2190,Einasleigh Uplands,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2191,Nandewar,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2192,New England Tablelands,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2193,NSW North Coast,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2194,NSW South Western Slopes,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2195,South East Coastal Plain,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2196,South East Corner,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2197,South Eastern Highlands,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2198,South Eastern Queensland,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2199,Southern Volcanic Plain,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2200,Sydney Basin,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2201,Wet Tropics,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2202,Arnhem Coast,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T4.2
2203,Australian Alps,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2204,Brigalow Belt North,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2205,Brigalow Belt South,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2206,Ben Lomond,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2207,Central Mackay Coast,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2208,Cobar Peneplain,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses","TF1.2, 0.4; TF1.5, 0.6"
2209,Cape York Peninsula,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2210,Darling Riverine Plains,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses","TF1.2, 0.7; TF1.5, 0.3"
2211,Furneaux,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2212,Kanmantoo,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2213,Murray Darling Depression,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2214,Nandewar,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2215,Naracoorte Coastal Plain,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2216,New England Tablelands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2217,NSW North Coast,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2218,NSW South Western Slopes,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses","TF1.2, 0.4; TF1.5, 0.6"
2219,Riverina,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",TF1.2
2220,South East Coastal Plain,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2221,South East Corner,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses","T2.5, 0.3; T2.6, 0.7"
2222,South Eastern Highlands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2223,South Eastern Queensland,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2224,Southern Volcanic Plain,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2225,Sydney Basin,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2226,Tasmanian Central Highlands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2227,Tasmanian Northern Midlands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2228,Tasmanian Northern Slopes,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2229,Tasmanian South East,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2230,Tasmanian Southern Ranges,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2231,Victorian Midlands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2232,Wet Tropics,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",T2.5
2233,Broken Hill Complex,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T5.6
2234,Cobar Peneplain,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T2.6
2235,Eyre Yorke Block,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T5.6
2236,Flinders Lofty Block,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T5.6
2237,Great Victoria Desert,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T5.6
2238,Kanmantoo,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T3.2
2239,Murray Darling Depression,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T5.6
2240,Naracoorte Coastal Plain,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T3.2
2241,NSW South Western Slopes,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T2.6
2242,Nullarbor,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,"T5.6, 0.8; T5.1, 0.2"
2243,Riverina,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T5.6
2244,Sydney Basin,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T2.6
2245,Tasmanian South East,Mallee Woodlands and Shrublands,Mallee with a tussock grass understorey,T2.6
2246,Arnhem Coast,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2247,Arnhem Plateau,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2248,Brigalow Belt North,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2249,Brigalow Belt South,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2250,Central Arnhem,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2251,Central Mackay Coast,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2252,Cape York Peninsula,Rainforests and Vine Thickets,Dry rainforest or vine thickets,"T1.2, 0.7; MT2.1, 0.2; TF1.1, 0.1"
2253,Daly Basin,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2254,Darwin Coastal,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2255,Einasleigh Uplands,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2256,Gulf Fall and Uplands,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2257,Gulf Coastal,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2258,Gulf Plains,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2259,Nandewar,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2260,New England Tablelands,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2261,Ord Victoria Plain,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2262,Pine Creek,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2263,South East Coastal Plain,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2264,South East Corner,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2265,South Eastern Highlands,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2266,South Eastern Queensland,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2267,Sturt Plateau,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2268,Sydney Basin,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2269,Tiwi Cobourg,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2270,Victoria Bonaparte,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2271,Wet Tropics,Rainforests and Vine Thickets,Dry rainforest or vine thickets,T1.2
2272,Australian Alps,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.7
2273,Brigalow Belt North,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2274,Brigalow Belt South,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2275,Ben Lomond,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.6
2276,Central Mackay Coast,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2277,Cape York Peninsula,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.4
2278,Desert Uplands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.4
2279,Darling Riverine Plains,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2280,Einasleigh Uplands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.4
2281,Esperance Plains,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.4, 0.7; TF1.6, 0.3"
2282,Eyre Yorke Block,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.1; F2.7, 0.9"
2283,Flinders Lofty Block,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.7; F2.7, 0.3;"
2284,Furneaux,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",T3.2
2285,Gawler,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.7; F2.7, 0.3;"
2286,Gulf Plains,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.4
2287,Great Victoria Desert,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.1; F2.7, 0.9"
2288,Jarrah Forest,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.4, 0.7; TF1.6, 0.3"
2289,Kanmantoo,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2290,King,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.6
2291,Mallee,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.4; TF1.4, 0.6"
2292,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2293,Mitchell Grass Downs,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.5
2294,Mount Isa Inlier,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.5
2295,Nandewar,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2296,Naracoorte Coastal Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.9; F2.5, 0.1"
2297,New England Tablelands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.6, 0.7; TF1.7, 0.3"
2298,NSW North Coast,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.4; TF1.6, 0.6"
2299,Nullarbor,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.1; F2.7, 0.9"
2300,Riverina,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","F2.2, 0.55; TF1.3, 0.45"
2301,South East Coastal Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","F2.2, 0.6; TF1.3, 0.4"
2302,South East Corner,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2303,South Eastern Highlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2304,South Eastern Queensland,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.4; TF1.6, 0.5; F2.2, 0.2"
2305,Simpson Strzelecki Dunefields,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.7; F2.7, 0.3;"
2306,Stony Plains,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.5, 0.7; F2.7, 0.3;"
2307,Southern Volcanic Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.9; F2.5, 0.1"
2308,Swan Coastal Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2309,Sydney Basin,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.3; TF1.7, 0.7"
2310,Tasmanian Central Highlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.6, 0.1; T6.4, 0.9"
2311,Tasmanian Northern Midlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","F2.2, 0.6; TF1.3, 0.4"
2312,Tasmanian Northern Slopes,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.6
2313,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.8, F2.2, 0.1; TF1.6, 0.1"
2314,Tasmanian Southern Ranges,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.6, 0.9; T6.4, 0.1"
2315,Tasmanian West,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.6
2316,Victorian Midlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.3, 0.9; F2.5, 0.1"
2317,Warren,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds","TF1.4, 0.7; TF1.6, 0.3"
2318,Wet Tropics,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",TF1.3
2319,Australian Alps,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,T6.4
2320,Brigalow Belt North,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2321,Cape York Peninsula,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,"MT2.1, 0.3; T3.1, 0.7"
2322,Eyre Yorke Block,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2323,Murray Darling Depression,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2324,Naracoorte Coastal Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2325,South East Coastal Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2326,South East Corner,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2327,Sydney Basin,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2328,Tasmanian South East,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,MT2.1
2329,Avon Wheatbelt,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,TF1.5
2330,Broken Hill Complex,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,TF1.5
2331,Coolgardie,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T5.6
2332,Cobar Peneplain,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T4.4
2333,Flinders Lofty Block,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,TF1.5
2334,Geraldton Sandplains,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,TF1.5
2335,Mallee,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T5.6
2336,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,TF1.5
2337,Murchison,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T5.6
2338,NSW South Western Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T4.4
2339,Nullarbor,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T5.6
2340,Riverina,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,"TF1.2, 0.2; TF1.5, 0.8"
2341,Stony Plains,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,TF1.5
2342,Southern Volcanic Plain,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T4.4
2343,Victorian Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T4.4
2344,Yalgoo,Eucalypt Woodlands,Eucalyptus woodlands with a chenopod or samphire understorey,T5.6
2345,Central Ranges,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.3
2346,Coolgardie,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.6
2347,Darling Riverine Plains,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.6
2348,Flinders Lofty Block,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.6
2349,Great Sandy Desert,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.3
2350,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.6
2351,Murchison,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.6
2352,Yalgoo,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,T5.6
2353,Eyre Yorke Block,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,T5.6
